,num_id,id,name,category,orderable,sell_value,sell_currency,buy_value,buy_currency,sources,customizable,recipe,recipe_id,games_id,id_full,image_url
2349,3683,log-pack,Log Pack,Accessories,,960.0,bells,3840.0,bells,,False,3.0,wood,nh,item-log-pack,https://villagerdb.com/images/items/full/log-pack.502fc1e.png
2350,3683,log-pack,Log Pack,Accessories,,960.0,bells,3840.0,bells,,False,5.0,hardwood,nh,item-log-pack,https://villagerdb.com/images/items/full/log-pack.502fc1e.png
2351,3684,log-round-table,Log Round Table,Furniture,False,1800.0,bells,,,,True,15.0,hardwood,nh,item-log-round-table,https://villagerdb.com/images/items/thumb/log-round-table.68084c4.png
2352,3685,log-sofa,Log Sofa,Furniture,,960.0,bells,3840.0,bells,,,,,nh,item-log-sofa,https://villagerdb.com/images/items/thumb/log-sofa.b3c62aa.png
2353,3686,log-staircase,Log Staircase,Furniture,,,,168000.0,bells,,,,,nh,item-log-staircase,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
2354,3687,log-stakes,Log Stakes,Furniture,True,360.0,bells,,,,True,3.0,wood,nh,item-log-stakes,https://villagerdb.com/images/items/thumb/log-stakes.5ca72d3.png
2355,3688,log-stool,Log Stool,Furniture,False,480.0,bells,,,,True,4.0,hardwood,nh,item-log-stool,https://villagerdb.com/images/items/thumb/log-stool.50db711.png
2356,3689,log-wall-mounted-clock,Log Wall-mounted Clock,Furniture,False,990.0,bells,,,,True,2.0,hardwood,nh,item-log-wall-mounted-clock,https://villagerdb.com/images/items/thumb/log-wall-mounted-clock.34a7471.png
2357,3689,log-wall-mounted-clock,Log Wall-mounted Clock,Furniture,False,990.0,bells,,,,True,1.0,iron-nugget,nh,item-log-wall-mounted-clock,https://villagerdb.com/images/items/thumb/log-wall-mounted-clock.34a7471.png
2358,3690,logo-umbrella,Logo Umbrella,Umbrellas,,162.0,bells,650.0,bells,,,,,nh,item-logo-umbrella,https://villagerdb.com/images/items/full/logo-umbrella.c3fb863.png
2359,3692,lollys-photo,Lolly's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2360,3693,lollys-poster,Lolly's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2361,3695,long-bathtub,Long Bathtub,Furniture,True,1950.0,bells,7800.0,bells,,,,,nh,item-long-bathtub,https://villagerdb.com/images/items/thumb/long-bathtub.921f5b9.png
2362,3696,long-chenille-cardigan,Long Chenille Cardigan,Dresses,,500.0,bells,2000.0,bells,,,,,nh,item-long-chenille-cardigan,https://villagerdb.com/images/items/full/long-chenille-cardigan.99237a1.png
2363,3697,long-chino-skirt,Long Chino Skirt,Bottoms,True,390.0,bells,1560.0,bells,Able Sisters,,,,nh,item-long-chino-skirt,https://villagerdb.com/images/items/full/long-chino-skirt.21ad963.png
2364,3698,long-denim-cardigan,Long Denim Cardigan,Dresses,,500.0,bells,2000.0,bells,,,,,nh,item-long-denim-cardigan,https://villagerdb.com/images/items/full/long-denim-cardigan.91f27e9.png
2365,3699,long-denim-skirt,Long Denim Skirt,Bottoms,,390.0,bells,1560.0,bells,,,,,nh,item-long-denim-skirt,https://villagerdb.com/images/items/full/long-denim-skirt.93395bf.png
2366,3700,long-down-coat,Long Down Coat,Dresses,,475.0,bells,1900.0,bells,,,,,nh,item-long-down-coat,https://villagerdb.com/images/items/full/long-down-coat.9918a33.png
2367,3701,long-locust-model,Long Locust Model,Furniture,,600.0,bells,,,,,,,nh,item-long-locust-model,https://villagerdb.com/images/items/thumb/long-locust-model.3127e33.png
2368,3702,long-locust,Long Locust,Bugs,False,200.0,bells,800.0,bells,,,,,nh,item-long-locust,https://villagerdb.com/images/items/thumb/long-locust.1c1f7a6.png
2369,3703,long-plaid-skirt,Long Plaid Skirt,Bottoms,,362.0,bells,1450.0,bells,,,,,nh,item-long-plaid-skirt,https://villagerdb.com/images/items/full/long-plaid-skirt.c82a4f9.png
2370,3704,long-pleated-skirt,Long Pleated Skirt,Bottoms,True,390.0,bells,1560.0,bells,,,,,nh,item-long-pleated-skirt,https://villagerdb.com/images/items/full/long-pleated-skirt.d992c1b.png
2371,3705,long-pleather-coat,Long Pleather Coat,Dresses,,460.0,bells,1840.0,bells,,,,,nh,item-long-pleather-coat,https://villagerdb.com/images/items/full/long-pleather-coat.7fada0a.png
2372,3706,long-polka-skirt,Long Polka Skirt,Bottoms,,325.0,bells,1300.0,bells,,,,,nh,item-long-polka-skirt,https://villagerdb.com/images/items/full/long-polka-skirt.00ece10.png
2373,3707,long-sailor-skirt,Long Sailor Skirt,Bottoms,True,390.0,bells,1560.0,bells,Able Sisters,,,,nh,item-long-sailor-skirt,https://villagerdb.com/images/items/full/long-sailor-skirt.b3ba2da.png
2374,3708,long-sweatskirt,Long Sweatskirt,Bottoms,,250.0,bells,1000.0,bells,,,,,nh,item-long-sweatskirt,https://villagerdb.com/images/items/full/long-sweatskirt.4b2a4e9.png
2375,3710,loom,Loom,Furniture,True,3250.0,bells,13000.0,bells,,,,,nh,item-loom,https://villagerdb.com/images/items/thumb/loom.08aa087.png
2376,3711,loose-fall-dress,Loose Fall Dress,Dresses,,450.0,bells,1800.0,bells,,,,,nh,item-loose-fall-dress,https://villagerdb.com/images/items/full/loose-fall-dress.f685bf0.png
2377,3712,lopezs-photo,Lopez's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2378,3713,lopezs-poster,Lopez's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2379,3715,lotties-poster,Lottie's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2380,3725,louies-photo,Louie's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2381,3726,louies-poster,Louie's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2382,3732,lovely-cosmos-crown,Lovely Cosmos Crown,Hats,,1120.0,bells,4480.0,bells,,,,,nh,item-lovely-cosmos-crown,https://villagerdb.com/images/items/full/lovely-cosmos-crown.2540aa6.png
2383,3748,low-screen,Low Screen,Furniture,True,217.0,bells,870.0,bells,Nook's Cranny,,,,nh,item-low-screen,https://villagerdb.com/images/items/thumb/low-screen.a037513.png
2384,3749,luchas-photo,Lucha's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2385,3750,luchas-poster,Lucha's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2386,3752,lucky-cat,Lucky Cat,Furniture,,1675.0,bells,6700.0,bells,,,,,nh,item-lucky-cat,https://villagerdb.com/images/items/thumb/lucky-cat.12ad175.png
2387,3756,lucky-gold-cat,Lucky Gold Cat,Furniture,,21675.0,bells,86700.0,bells,,,,,nh,item-lucky-gold-cat,https://villagerdb.com/images/items/thumb/lucky-gold-cat.c44151c.png
2388,3757,lucky-kk,Lucky K.K.,Music,,800.0,bells,3200.0,bells,,,,,nh,,
2389,3758,luckys-photo,Lucky's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2390,3759,luckys-poster,Lucky's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2391,3760,lucys-photo,Lucy's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2392,3761,lucys-poster,Lucy's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2393,3764,lunar-lander,Lunar Lander,Furniture,,16250.0,bells,65000.0,bells,,,,,nh,item-lunar-lander,https://villagerdb.com/images/items/thumb/lunar-lander.39ab2a2.png
2394,3765,lunar-rover,Lunar Rover,Furniture,,12580.0,bells,50320.0,bells,,,,,nh,item-lunar-rover,https://villagerdb.com/images/items/thumb/lunar-rover.2871156.png
2395,3766,lunar-surface,Lunar Surface,Flooring,,7500.0,bells,30000.0,bells,,,,,nh,,
2396,3767,lunas-poster,Luna's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2397,3773,lyles-poster,Lyle's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2398,3774,lymans-photo,Lyman's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2399,3775,lymans-poster,Lyman's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2400,3776,m-sunset-moth-model,M. Sunset Moth Model,Furniture,,7500.0,bells,,,,,,,nh,item-m-sunset-moth-model,https://villagerdb.com/images/items/thumb/m-sunset-moth-model.1546242.png
2401,3777,mabels-poster,Mabel's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2402,3778,macrame-tapestry,Macrame Tapestry,Furniture,,210.0,bells,840.0,bells,,,,,nh,item-macrame-tapestry,https://villagerdb.com/images/items/thumb/macrame-tapestry.80fe17d.png
2403,3779,macs-photo,Mac's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2404,3780,macs-poster,Mac's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2405,3781,madagascan-sunset-moth,Madagascan Sunset Moth,Bugs,False,2500.0,bells,10000.0,bells,,,,,nh,item-madagascan-sunset-moth,https://villagerdb.com/images/items/thumb/madagascan-sunset-moth.355d316.png
2406,3782,maddies-photo,Maddie's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2407,3783,maddies-poster,Maddie's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2408,3784,madras-plaid-shirt,Madras Plaid Shirt,Tops,True,280.0,bells,1120.0,bells,,,,,nh,item-madras-plaid-shirt,https://villagerdb.com/images/items/full/madras-plaid-shirt.e91c82d.png
2409,3785,maelles-photo,Maelle's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2410,3786,maelles-poster,Maelle's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2411,3787,magazine-rack,Magazine Rack,Furniture,,690.0,bells,2760.0,bells,,,,,nh,item-magazine-rack,https://villagerdb.com/images/items/thumb/magazine-rack.ce2f417.png
2412,3788,magazine,Magazine,Furniture,True,52.0,bells,210.0,bells,Nook shopping,,,,nh,item-magazine,https://villagerdb.com/images/items/thumb/magazine.7852743.png
2413,3789,mages-booties,Mage's Booties,Shoes,,387.0,bells,1550.0,bells,,,,,nh,item-mages-booties,https://villagerdb.com/images/items/full/mages-booties.eb97f3b.png
2414,3790,mages-hat,Mage's Hat,Hats,,860.0,bells,3440.0,bells,,,,,nh,item-mages-hat,https://villagerdb.com/images/items/full/mages-hat.d3ac0a0.png
2415,3791,mages-robe,Mage's Robe,Dresses,,1000.0,bells,4000.0,bells,,,,,nh,item-mages-robe,https://villagerdb.com/images/items/full/mages-robe.800b45b.png
2416,3792,maggies-photo,Maggie's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2417,3793,maggies-poster,Maggie's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2418,3794,magic-circle-rug,Magic-circle Rug,Flooring,,375.0,bells,1500.0,bells,,,,,nh,,
2419,3795,magic-kit,Magic Kit,Furniture,True,245.0,bells,980.0,bells,Nook's Cranny,,,,nh,item-magic-kit,https://villagerdb.com/images/items/thumb/magic-kit.6496aad.png
2420,3796,magical-dress,Magical Dress,Dresses,,795.0,bells,3180.0,bells,,,,,nh,item-magical-dress,https://villagerdb.com/images/items/full/magical-dress.e5492cd.png
2421,3797,magma-cavern-wall,Magma-cavern Wall,Wallpaper,,750.0,bells,3000.0,bells,,,,,nh,,
2422,3798,magnetic-knife-rack,Magnetic Knife Rack,Furniture,True,350.0,bells,1400.0,bells,Nook's Cranny,,,,nh,item-magnetic-knife-rack,https://villagerdb.com/images/items/thumb/magnetic-knife-rack.804b09d.png
2423,3799,mahi-mahi-model,Mahi-mahi Model,Furniture,,45000.0,bells,,,,,,,nh,item-mahi-mahi-model,https://villagerdb.com/images/items/thumb/mahi-mahi-model.6177eec.png
2424,3800,mahi-mahi,Mahi-mahi,Fish,False,6000.0,bells,,,,,,,nh,item-mahi-mahi,https://villagerdb.com/images/items/thumb/mahi-mahi.2e65db7.png
2425,3802,maid-dress,Maid Dress,Dresses,,580.0,bells,2320.0,bells,,,,,nh,item-maid-dress,https://villagerdb.com/images/items/full/maid-dress.5280039.png
2426,3807,mallarys-photo,Mallary's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2427,3808,mallarys-poster,Mallary's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2428,3809,mama-bear,Mama Bear,Furniture,True,575.0,bells,2300.0,bells,Nook's Cranny,True,,,nh,item-mama-bear,https://villagerdb.com/images/items/thumb/mama-bear.997aa30.png
2429,3810,mama-panda,Mama Panda,Furniture,,875.0,bells,3500.0,bells,,,,,nh,item-mama-panda,https://villagerdb.com/images/items/thumb/mama-panda.4fce0e3.png
2430,3813,mammoth-skull,Mammoth Skull,Fossils,False,3000.0,bells,,,Underground (dig spot),,,,nh,item-mammoth-skull,https://villagerdb.com/images/items/thumb/mammoth-skull.d16c6ee.png
2431,3814,mammoth-torso,Mammoth Torso,Fossils,False,2500.0,bells,,,Underground (dig spot),,,,nh,item-mammoth-torso,https://villagerdb.com/images/items/thumb/mammoth-torso.a5cef00.png
2432,3815,man-faced-stink-bug-model,Man-faced Stink Bug Model,Furniture,,3000.0,bells,,,,,,,nh,item-man-faced-stink-bug-model,https://villagerdb.com/images/items/thumb/man-faced-stink-bug-model.7b3f58a.png
2433,3816,man-faced-stink-bug,Man-faced Stink Bug,Bugs,False,1000.0,bells,,,On flowers (Mar-Oct),,,,nh,item-man-faced-stink-bug,https://villagerdb.com/images/items/thumb/man-faced-stink-bug.a7b9cf3.png
2434,3818,manga-library-wall,Manga-library Wall,Wallpaper,,1050.0,bells,4200.0,bells,Balloon (recipe),,10.0,magazine,nh,,
2435,3820,mangrove-wall,Mangrove Wall,Wallpaper,,750.0,bells,3000.0,bells,,,,,nh,,
2436,3821,manhole-cover,Manhole Cover,Furniture,False,2250.0,bells,,,,True,3.0,iron-nugget,nh,item-manhole-cover,https://villagerdb.com/images/items/thumb/manhole-cover.ff9087c.png
2437,3822,manila-clam,Manila Clam,Usables,False,100.0,bells,,,Dig up on beach,,,,nh,item-manila-clam,https://villagerdb.com/images/items/thumb/manila-clam.9e368ad.png
2438,3825,mantis-head-model,Mantis-head Model,Furniture,True,375.0,bells,1500.0,bells,,False,,,nh,item-mantis-head-model,https://villagerdb.com/images/items/thumb/mantis-head-model.017a14a.png
2439,3826,mantis-model,Mantis Model,Furniture,,1290.0,bells,,,,,,,nh,item-mantis-model,https://villagerdb.com/images/items/thumb/mantis-model.6b2ad11.png
2440,3828,mantis,Mantis,Bugs,False,430.0,bells,,,On flowers (Mar-Nov),,,,nh,item-mantis,https://villagerdb.com/images/items/thumb/mantis.a0f8c3e.png
2441,3831,maple-leaf-pochette,Maple-leaf Pochette,Accessories,,2400.0,bells,9600.0,bells,,,,,nh,item-maple-leaf-pochette,https://villagerdb.com/images/items/full/maple-leaf-pochette.1311c2f.png
2442,3832,maple-leaf-pond-stone,Maple-leaf Pond Stone,Furniture,,2700.0,bells,10800.0,bells,,,,,nh,item-maple-leaf-pond-stone,https://villagerdb.com/images/items/thumb/maple-leaf-pond-stone.e64d9da.png
2443,3833,maple-leaf-umbrella,Maple-leaf Umbrella,Umbrellas,,2800.0,bells,11200.0,bells,,,,,nh,item-maple-leaf-umbrella,https://villagerdb.com/images/items/full/maple-leaf-umbrella.d37758c.png
2444,3834,maple-leaf,Maple Leaf,Usables,,200.0,bells,,,,,,,nh,item-maple-leaf,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
2445,3836,maples-photo,Maple's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2446,3837,maples-poster,Maple's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2447,3838,marble-dots-dress,Marble-dots Dress,Dresses,,375.0,bells,1500.0,bells,,,,,nh,item-marble-dots-dress,https://villagerdb.com/images/items/full/marble-dots-dress.9e3a7e6.png
2448,3839,marble-dots-tee,Marble-dots Tee,Tops,,160.0,bells,640.0,bells,,,,,nh,item-marble-dots-tee,https://villagerdb.com/images/items/full/marble-dots-tee.16e2272.png
2449,3840,marble-print-dress,Marble-print Dress,Dresses,True,375.0,bells,1500.0,bells,,,,,nh,item-marble-print-dress,https://villagerdb.com/images/items/full/marble-print-dress.e85cb77.png
2450,3841,marcels-photo,Marcel's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2451,3842,marcels-poster,Marcel's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2452,3843,marcies-photo,Marcie's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2453,3844,marcies-poster,Marcie's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2454,3845,margies-photo,Margie's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2455,3846,margies-poster,Margie's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2456,3847,mariachi-clothing,Mariachi Clothing,Dresses,,630.0,bells,2520.0,bells,,,,,nh,item-mariachi-clothing,https://villagerdb.com/images/items/full/mariachi-clothing.05db5d7.png
2457,3853,marimba,Marimba,Furniture,True,1075.0,bells,4300.0,bells,Nook's Cranny,,,,nh,item-marimba,https://villagerdb.com/images/items/thumb/marimba.4d8107c.png
2458,3854,marinas-photo,Marina's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2459,3855,marinas-poster,Marina's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2460,3857,marine-pop-flooring,Marine Pop Flooring,Flooring,True,505.0,bells,2020.0,bells,Nook's Cranny,,,,nh,,
2461,3858,marine-pop-wall,Marine Pop Wall,Wallpaper,,805.0,bells,3220.0,bells,,,,,nh,,
2462,3859,marine-song-2001,Marine Song 2001,Music,,800.0,bells,3200.0,bells,,,,,nh,,
2463,3860,market-place-decoration,Market Place Decoration,Furniture,,800.0,bells,3200.0,bells,,,,,nh,item-market-place-decoration,https://villagerdb.com/images/items/thumb/market-place-decoration.1e96f95.png
2464,3861,marshals-photo,Marshal's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2465,3862,marshals-poster,Marshal's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2466,3864,mary-janes,Mary Janes,Shoes,True,450.0,bells,1800.0,bells,Able Sisters,,,,nh,item-mary-janes,https://villagerdb.com/images/items/full/mary-janes.2c5f4a6.png
2467,3865,masquerade-mask,Masquerade Mask,Accessories,True,227.0,bells,910.0,bells,Able Sisters,,,,nh,item-masquerade-mask,https://villagerdb.com/images/items/full/masquerade-mask.2760921.png
2468,3873,matanpushi,Matanpushi,Hats,True,220.0,bells,880.0,bells,,,,,nh,item-matanpushi,https://villagerdb.com/images/items/full/matanpushi.231da5d.png
2469,3875,mathildas-photo,Mathilda's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2470,3876,mathildas-poster,Mathilda's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2471,3877,matronly-bun,Matronly Bun,Hats,,320.0,bells,1280.0,bells,,,,,nh,item-matronly-bun,https://villagerdb.com/images/items/full/matronly-bun.80b3c70.png
2472,3878,matryoshka,Matryoshka,Furniture,False,600.0,bells,,,,True,5.0,softwood,nh,item-matryoshka,https://villagerdb.com/images/items/thumb/matryoshka.1bad499.png
2473,3879,maxi-shirtdress,Maxi Shirtdress,Dresses,,500.0,bells,2000.0,bells,,,,,nh,item-maxi-shirtdress,https://villagerdb.com/images/items/full/maxi-shirtdress.a52612a.png
2474,3882,meadow-vista,Meadow Vista,Wallpaper,,750.0,bells,3000.0,bells,,,,,nh,,
2475,3885,medicine,Medicine,Usables,,100.0,bells,,,,,,,nh,item-medicine,https://villagerdb.com/images/items/thumb/medicine.6d3b0da.png
2476,3886,medium-cardboard-boxes,Medium Cardboard Boxes,Furniture,False,240.0,bells,,,,False,4.0,cardboard-box,nh,item-medium-cardboard-boxes,https://villagerdb.com/images/items/thumb/medium-cardboard-boxes.5f18284.png
2477,3925,megacero-skull,Megacero Skull,Fossils,False,4500.0,bells,,,Underground (dig spot),,,,nh,item-megacero-skull,https://villagerdb.com/images/items/thumb/megacero-skull.e38f9d3.png
2478,3926,megacero-tail,Megacero Tail,Fossils,False,3000.0,bells,,,Underground (dig spot),,,,nh,item-megacero-tail,https://villagerdb.com/images/items/thumb/megacero-tail.8f185ef.png
2479,3927,megacero-torso,Megacero Torso,Fossils,False,3500.0,bells,,,Underground (dig spot),,,,nh,item-megacero-torso,https://villagerdb.com/images/items/thumb/megacero-torso.7ee848d.png
2480,3928,megans-photo,Megan's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2481,3929,megans-poster,Megan's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2482,3931,melbas-photo,Melba's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2483,3932,melbas-poster,Melba's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2484,3940,melon-umbrella,Melon Umbrella,Umbrellas,,192.0,bells,770.0,bells,,,,,nh,item-melon-umbrella,https://villagerdb.com/images/items/full/melon-umbrella.a70aba7.png
2485,3941,meme-shirt,Meme Shirt,Tops,,240.0,bells,960.0,bells,,,,,nh,item-meme-shirt,https://villagerdb.com/images/items/full/meme-shirt.2cc2a4b.png
2486,3944,menu-chalkboard,Menu Chalkboard,Furniture,True,450.0,bells,1800.0,bells,,,,,nh,item-menu-chalkboard,https://villagerdb.com/images/items/thumb/menu-chalkboard.4c2dab0.png
2487,3946,merengues-photo,Merengue's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2488,3947,merengues-poster,Merengue's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2489,3964,merrys-photo,Merry's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2490,3965,merrys-poster,Merry's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2491,3966,mesh-cap,Mesh Cap,Hats,True,140.0,bells,560.0,bells,Nook shopping,,,,nh,item-mesh-cap,https://villagerdb.com/images/items/full/mesh-cap.d32874e.png
2492,3967,message-bottle,Message Bottle,Usables,,200.0,bells,,,,,,,nh,item-message-bottle,https://villagerdb.com/images/image-not-available-thumb.de1ed5c.svg
2493,3968,messenger-bag,Messenger Bag,Accessories,,210.0,bells,840.0,bells,,,,,nh,item-messenger-bag,https://villagerdb.com/images/items/full/messenger-bag.5bb71d8.png
2494,3972,metal-can,Metal Can,Furniture,True,150.0,bells,600.0,bells,,,,,nh,item-metal-can,https://villagerdb.com/images/items/thumb/metal-can.3e8c387.png
2495,3978,metronome,Metronome,Furniture,True,325.0,bells,1300.0,bells,,,,,nh,item-metronome,https://villagerdb.com/images/items/thumb/metronome.4c64155.png
2496,3979,mic-stand,Mic Stand,Furniture,True,250.0,bells,1000.0,bells,,,,,nh,item-mic-stand,https://villagerdb.com/images/items/thumb/mic-stand.8fc1fe2.png
2497,3980,microscope,Microscope,Furniture,,775.0,bells,3100.0,bells,,,,,nh,item-microscope,https://villagerdb.com/images/items/thumb/microscope.a0291df.png
2498,3981,microwave,Microwave,Furniture,True,750.0,bells,3000.0,bells,Nook's Cranny,False,,,nh,item-microwave,https://villagerdb.com/images/items/thumb/microwave.117d1bb.png
2499,3982,midges-photo,Midge's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2500,3983,midges-poster,Midge's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2501,3985,migratory-locust-model,Migratory Locust Model,Furniture,,1800.0,bells,,,,,,,nh,item-migratory-locust-model,https://villagerdb.com/images/items/thumb/migratory-locust-model.9dba0eb.png
2502,3986,migratory-locust,Migratory Locust,Bugs,False,600.0,bells,2400.0,bells,,,,,nh,item-migratory-locust,https://villagerdb.com/images/items/thumb/migratory-locust.9127ba5.png
2503,3987,miko-attire,Miko Attire,Dresses,,560.0,bells,2240.0,bells,,,,,nh,item-miko-attire,https://villagerdb.com/images/items/full/miko-attire.23ee315.png
2504,3989,military-uniform,Military Uniform,Tops,,840.0,bells,3360.0,bells,,,,,nh,item-military-uniform,https://villagerdb.com/images/items/full/military-uniform.ef856ae.png
2505,3995,milkmaid-dress,Milkmaid Dress,Dresses,,630.0,bells,2520.0,bells,,,,,nh,item-milkmaid-dress,https://villagerdb.com/images/items/full/milkmaid-dress.ac5b83f.png
2506,3996,milkmaid-hat,Milkmaid Hat,Hats,,800.0,bells,3200.0,bells,,,,,nh,item-milkmaid-hat,https://villagerdb.com/images/items/full/milkmaid-hat.bc75ae4.png
2507,4002,mini-cactus-set,Mini-cactus Set,Furniture,,100.0,bells,400.0,bells,,,,,nh,item-mini-cactus-set,https://villagerdb.com/images/items/thumb/mini-cactus-set.5b6e0ed.png
2508,4011,mini-diy-workbench,Mini DIY Workbench,Furniture,False,2580.0,bells,,,,True,3.0,wood,nh,item-mini-diy-workbench,https://villagerdb.com/images/items/thumb/mini-diy-workbench.4cd83fb.png
2509,4011,mini-diy-workbench,Mini DIY Workbench,Furniture,False,2580.0,bells,,,,True,3.0,hardwood,nh,item-mini-diy-workbench,https://villagerdb.com/images/items/thumb/mini-diy-workbench.4cd83fb.png
2510,4011,mini-diy-workbench,Mini DIY Workbench,Furniture,False,2580.0,bells,,,,True,3.0,softwood,nh,item-mini-diy-workbench,https://villagerdb.com/images/items/thumb/mini-diy-workbench.4cd83fb.png
2511,4011,mini-diy-workbench,Mini DIY Workbench,Furniture,False,2580.0,bells,,,,True,2.0,iron-nugget,nh,item-mini-diy-workbench,https://villagerdb.com/images/items/thumb/mini-diy-workbench.4cd83fb.png
2512,4015,mini-flower-print-umbrella,Mini-flower-print Umbrella,Umbrellas,,187.0,bells,750.0,bells,,,,,nh,item-mini-flower-print-umbrella,https://villagerdb.com/images/items/full/mini-flower-print-umbrella.b7dfc3e.png
2513,4017,mini-fridge,Mini Fridge,Furniture,,325.0,bells,1300.0,bells,,,,,nh,item-mini-fridge,https://villagerdb.com/images/items/thumb/mini-fridge.d61608f.png
2514,4028,mini-pleather-bag,Mini Pleather Bag,Accessories,,400.0,bells,1600.0,bells,,,,,nh,item-mini-pleather-bag,https://villagerdb.com/images/items/full/mini-pleather-bag.7e3059c.png
2515,4055,mint-dot-flooring,Mint Dot Flooring,Flooring,True,200.0,bells,800.0,bells,,,,,nh,,
2516,4063,mint-umbrella,Mint Umbrella,Umbrellas,False,192.0,bells,770.0,bells,Nook's Cranny,,,,nh,item-mint-umbrella,https://villagerdb.com/images/items/full/mint-umbrella.ee12596.png
2517,4064,mint-wrapping-paper,Mint Wrapping Paper,Usables,,40.0,bells,,,,,,,nh,item-mint-wrapping-paper,https://villagerdb.com/images/items/thumb/mint-wrapping-paper.516d36f.png
2518,4065,mints-photo,Mint's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2519,4066,mints-poster,Mint's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2520,4067,mirandas-photo,Miranda's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2521,4068,mirandas-poster,Miranda's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2522,4069,miras-photo,Mira's Photo,Photos,,10.0,bells,40.0,bells,,,,,nh,,
2523,4070,miras-poster,Mira's Poster,Photos,,250.0,bells,1000.0,bells,,,,,nh,,
2524,4071,misty-garden-wall,Misty-garden Wall,Wallpaper,,750.0,bells,3000.0,bells,,,,,nh,,
2525,4074,misty-tee,Misty Tee,Tops,,160.0,bells,640.0,bells,,,,,nh,item-misty-tee,https://villagerdb.com/images/items/full/misty-tee.5380b83.png
2526,4075,mitten-crab-model,Mitten Crab Model,Furniture,,6000.0,bells,,,,,,,nh,item-mitten-crab-model,https://villagerdb.com/images/items/thumb/mitten-crab-model.2f78e7e.png
2527,4076,mitten-crab,Mitten Crab,Fish,False,2000.0,bells,,,,,,,nh,item-mitten-crab,https://villagerdb.com/images/items/thumb/mitten-crab.6ef3391.png
